add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat,section
臺北市內湖區新富街５９號四樓,111/09/13,5988,72.9,82.09,住宅大樓(11層含以上有電梯),13,四層/十三層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5838919,25.0592998,內湖區
臺北市內湖區成功路四段６１巷３５弄５號之１五樓,111/09/12,1640,67.4,24.32,公寓(5樓含以下無電梯),39,五層/五層,房地(土地+建物),2房2廳1衛,0,住家用,121.5932756,25.0803798,內湖區
臺北市內湖區內湖路一段４７巷３之１號二樓,111/09/12,520,16.9,30.72,公寓(5樓含以下無電梯),34,二層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.558458,25.088416,內湖區
臺北市內湖區內湖路一段４１１巷９０弄６號四樓,111/09/12,1730,59,29.31,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.5717214,25.0846251,內湖區
臺北市內湖區星雲街１５４號十一樓,111/09/12,2778,62.2,44.64,住宅大樓(11層含以上有電梯),27,十一層/十六層,房地(土地+建物)+車位,2房2廳2衛,0,住家用,121.5961662,25.0804313,內湖區
臺北市內湖區港華街５１巷８弄１８號七樓之２,111/09/12,2840,80,40.45,華廈(10層含以下有電梯),14,七層/九層,房地(土地+建物)+車位,3房2廳2衛,360,住家用,121.5748194,25.0836155,內湖區
臺北市內湖區成功路五段５４號八樓,111/09/12,3000,60,50.02,住宅大樓(11層含以上有電梯),27,八層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.601196,25.085255,內湖區
臺北市內湖區成功路二段２３６號五樓,111/09/11,1435,45.4,31.58,公寓(5樓含以下無電梯),44,五層/五層,房地(土地+建物),6房0廳6衛,0,住家用,121.5899726,25.0657374,內湖區
臺北市內湖區文德路１０１巷４號四樓,111/09/11,2250,62.8,35.82,公寓(5樓含以下無電梯),35,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5831443,25.0788998,內湖區
臺北市內湖區成功路二段３６５號九樓,111/09/11,3600,71.5,59.05,住宅大樓(11層含以上有電梯),26,九層/二十層,房地(土地+建物)+車位,2房2廳2衛,250,住家用,121.5901134,25.0736426,內湖區
臺北市內湖區安泰街５１巷５號五樓,111/09/11,950,37.2,25.52,公寓(5樓含以下無電梯),38,五層/五層,房地(土地+建物),2房2廳1衛,0,住家用,121.6175746,25.0744239,內湖區
臺北市內湖區環山路一段１３６巷６９號三樓,111/09/11,1538,54.3,28.3,公寓(5樓含以下無電梯),42,三層/四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5681178,25.0886889,內湖區
臺北市內湖區金龍路２０２號五樓,111/09/10,1888,47.6,39.65,公寓(5樓含以下無電梯),29,五層/五層,房地(土地+建物),4房2廳2衛,0,住家用,121.5874364,25.0874788,內湖區
臺北市內湖區南京東路六段９３號三樓,111/09/10,2156,54.4,39.6,華廈(10層含以下有電梯),25,三層/九層,房地(土地+建物),3房2廳2衛,0,住家用,121.5770008,25.0552978,內湖區
臺北市內湖區康寧路三段１８９巷５號九樓,111/09/10,2380,53.1,44.82,華廈(10層含以下有電梯),32,九層/九層,房地(土地+建物),3房2廳2衛,0,住家用,121.612278,25.070258,內湖區
臺北市內湖區內湖路二段２５３巷５８號五樓之２,111/09/09,3738,71.6,52.23,住宅大樓(11層含以上有電梯),13,五層/十一層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5889441,25.0841726,內湖區
臺北市內湖區安康路４３４巷２０弄２０號四樓,111/09/09,783,72.2,10.84,華廈(10層含以下有電梯),26,四層/八層,房地(土地+建物),1房1廳1衛,0,住家用,121.6159217,25.0667637,內湖區
臺北市內湖區星雲街２１０巷４１號五樓,111/09/09,4258,64.2,66.34,住宅大樓(11層含以上有電梯),22,五層/十四層,房地(土地+建物)+車位,4房2廳3衛,0,住家用,121.5978811,25.0800697,內湖區
臺北市內湖區金湖路４０１巷２０號八樓,111/09/08,4300,69.6,61.75,住宅大樓(11層含以上有電梯),23,八層/十四層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.6037323,25.0727173,內湖區
臺北市內湖區康寧路三段１８９巷２１弄２３號四樓之３,111/09/08,2599,87.3,38.94,住宅大樓(11層含以上有電梯),9,四層/十四層,房地(土地+建物)+車位,2房2廳1衛,250,住家用,121.6123222,25.0710348,內湖區
臺北市內湖區金龍路１６９號二樓,111/09/08,1000,46.5,21.52,公寓(5樓含以下無電梯),36,二層/五層,房地(土地+建物),2房1廳1衛,0,住家用,121.5890967,25.0866973,內湖區
臺北市內湖區東湖路３３巷６號二樓之１,111/09/08,1615,83.3,19.39,住宅大樓(11層含以上有電梯),16,二層/十三層,房地(土地+建物),1房2廳1衛,0,住家用,121.6135025,25.0692083,內湖區
臺北市內湖區成功路二段４２６巷４２號三樓,111/09/06,1555,46.9,33.16,公寓(5樓含以下無電梯),35,三層/五層,房地(土地+建物),2房2廳2衛,0,住家用,121.5885106,25.0704627,內湖區
臺北市內湖區東湖路４３巷３０號四樓,111/09/06,1588,51.3,30.96,公寓(5樓含以下無電梯),38,四層/五層,房地(土地+建物),7房0廳2衛,0,住家用,121.6135506,25.0700925,內湖區
臺北市內湖區康樂街２０４之５號,111/09/06,2450,60.4,43.16,住宅大樓(11層含以上有電梯),14,一層/十一層,房地(土地+建物)+車位,2房2廳1衛,180,住家用,121.6212965,25.0763315,內湖區
臺北市內湖區金龍路１２３號四樓,111/09/06,1725,54.1,31.86,公寓(5樓含以下無電梯),41,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.590557,25.0858448,內湖區
臺北市內湖區民權東路六段２１３之７號,111/09/06,5400,0,87.02,透天厝,15,全/四層,房地(土地+建物)+車位,5房4廳4衛,0,住家用,121.599405,25.0669661,內湖區
臺北市內湖區內湖路三段６０巷１２弄７４號二樓之３,111/09/04,770,67.1,11.48,華廈(10層含以下有電梯),28,二層/八層,房地(土地+建物),1房1廳1衛,0,住家用,121.591412,25.0893204,內湖區
臺北市內湖區內湖路一段４１１巷９０弄２７號二樓之３,111/09/04,1180,71.2,16.56,華廈(10層含以下有電梯),13,二層/九層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.571437,25.084902,內湖區
臺北市內湖區金湖路３２８之１１號十二樓,111/09/04,4700,71.1,66.06,住宅大樓(11層含以上有電梯),21,十二層/十二層,房地(土地+建物)+車位,2房2廳2衛,0,住家用,121.60244,25.073877,內湖區
臺北市內湖區成功路五段４５２號十一樓之３,111/09/04,4700,81.5,63.94,住宅大樓(11層含以上有電梯),22,十一層/十三層,房地(土地+建物)+車位,4房2廳2衛,250,住家用,121.6069174,25.0745242,內湖區
臺北市內湖區康寧路一段６９號五樓,111/09/04,1450,47.7,30.41,公寓(5樓含以下無電梯),42,五層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5925191,25.0801501,內湖區
臺北市內湖區行善路４７號三樓,111/09/03,2415,62.7,38.53,華廈(10層含以下有電梯),24,三層/十層,房地(土地+建物),3房2廳2衛,0,住家用,121.5772188,25.0572528,內湖區
臺北市內湖區內湖路一段４１１巷９弄２４號四樓,111/09/03,1402,60.2,23.28,公寓(5樓含以下無電梯),44,四層/四層,房地(土地+建物),3房2廳1衛,0,住家用,121.5717833,25.0821658,內湖區
臺北市內湖區文湖街２１巷１１８弄１６號二樓,111/09/03,2800,51.8,54.07,華廈(10層含以下有電梯),10,二層/七層,房地(土地+建物)+車位,2房2廳1衛,0,住家用,121.5603412,25.0914659,內湖區
臺北市內湖區文德路５０號二樓,111/09/02,1100,31.5,34.96,住宅大樓(11層含以上有電梯),39,二層/十二層,房地(土地+建物),3房2廳2衛,0,住家用,121.5809266,25.0784213,內湖區
臺北市內湖區民權東路六段２８０巷２１號五樓之１,111/09/02,1930,86.7,22.27,華廈(10層含以下有電梯),25,五層/九層,房地(土地+建物),2房2廳1衛,0,住家用,121.606105,25.0712826,內湖區
臺北市內湖區民權東路六段９０巷５弄１５號二樓,111/09/02,1500,46.2,32.44,公寓(5樓含以下無電梯),41,二層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5867777,25.0685383,內湖區
臺北市內湖區大湖山莊街２２０號三樓,111/09/02,1638,52.1,31.42,華廈(10層含以下有電梯),29,三層/十層,房地(土地+建物)+車位,2房1廳1衛,250,住家用,121.598494,25.0883321,內湖區
臺北市內湖區文德路６６巷６９弄２２號二樓,111/09/02,1700,52.7,32.26,公寓(5樓含以下無電梯),39,二層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5826962,25.076534,內湖區
臺北市內湖區內湖路三段２８２號三樓,111/09/02,1720,43.7,39.4,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5854371,25.0890704,內湖區
臺北市內湖區民權東路六段１４６號九樓之１４,111/09/01,1235,75.2,16.42,住宅大樓(11層含以上有電梯),15,九層/十二層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.5894075,25.0687585,內湖區
臺北市內湖區金龍路２２２巷８號六樓之４,111/08/31,1500,60.5,24.8,住宅大樓(11層含以上有電梯),29,六層/十二層,房地(土地+建物),2房2廳2衛,0,住家用,121.585984,25.087844,內湖區
臺北市內湖區東湖路１１３巷１１１弄１號二樓,111/08/31,1700,43.2,39.34,公寓(5樓含以下無電梯),34,二層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.6152054,25.072803,內湖區
臺北市內湖區內湖路一段２８５巷６９弄１６號四樓,111/08/31,1768,53,33.35,華廈(10層含以下有電梯),41,四層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5679716,25.0849713,內湖區
臺北市內湖區民權東路六段９０巷５弄１１號四樓,111/08/31,1315,37.3,35.26,公寓(5樓含以下無電梯),41,四層/五層,房地(土地+建物),4房2廳2衛,0,住家用,121.5866063,25.0685258,內湖區
臺北市內湖區文德路２２０巷３５號八樓之２,111/08/30,1888,55.5,34.02,華廈(10層含以下有電梯),15,八層/九層,房地(土地+建物)+車位,1房2廳1衛,0,住家用,121.5881703,25.0778635,內湖區
臺北市內湖區安康路３５０號四樓之２,111/08/30,1090,60.1,23.48,華廈(10層含以下有電梯),18,四層/八層,房地(土地+建物)+車位,1房1廳1衛,250,住家用,121.6120947,25.0659803,內湖區
臺北市內湖區金湖路９３號四樓,111/08/30,4300,72,59.75,住宅大樓(11層含以上有電梯),12,四層/十四層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5976375,25.081045,內湖區
臺北市內湖區陽光街１６１巷１２之２９號,111/08/30,932,81.8,11.4,華廈(10層含以下有電梯),3,一層/五層,房地(土地+建物),1房1廳1衛,0,住家用,121.5854815,25.0743836,內湖區
臺北市內湖區金湖路１２７號十一樓,111/08/30,9800,103,115.73,住宅大樓(11層含以上有電梯),10,十一層/二十六層,房地(土地+建物)+車位,4房2廳3衛,750,住家用,121.5984133,25.0801399,內湖區
臺北市內湖區內湖路一段７３７巷２１號四樓,111/08/30,1420,49.5,28.66,公寓(5樓含以下無電梯),42,四層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.578607,25.0794372,內湖區
臺北市內湖區成功路四段４１巷６號七樓,111/08/29,2228,68.9,32.32,住宅大樓(11層含以上有電梯),39,七層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5920778,25.0812129,內湖區
臺北市內湖區東湖路１１３巷９５弄７７號五樓,111/08/29,1650,43.6,37.87,公寓(5樓含以下無電梯),37,五層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.6143573,25.0709938,內湖區
臺北市內湖區民權東路六段１４６號十二樓之１２,111/08/29,1005,74.3,13.52,住宅大樓(11層含以上有電梯),15,十二層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,121.5894075,25.0687585,內湖區
臺北市內湖區內湖路三段６０巷１２弄２０號三樓,111/08/29,1500,48.8,30.74,公寓(5樓含以下無電梯),43,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5918953,25.088562,內湖區
臺北市內湖區金龍路１６７號四樓,111/08/28,1528,55.6,27.48,公寓(5樓含以下無電梯),36,四層/五層,房地(土地+建物),2房2廳1衛,0,住家用,121.588747,25.086692,內湖區
臺北市內湖區民權東路六段４５１號五樓之２,111/08/28,6128,89.4,72.82,住宅大樓(11層含以上有電梯),14,五層/十四層,房地(土地+建物)+車位,3房2廳2衛,250,住家用,121.6046336,25.0719889,內湖區
臺北市內湖區民權東路六段１４６號三樓之２０,111/08/28,1011,71.5,14.15,住宅大樓(11層含以上有電梯),15,三層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,121.5894075,25.0687585,內湖區
臺北市內湖區環山路二段５３巷５弄９號,111/08/28,1910,76.8,24.88,公寓(5樓含以下無電梯),41,一層/四層,房地(土地+建物),3房2廳1衛,0,住家用,121.5730511,25.0846531,內湖區
臺北市內湖區港華街７９之１號四樓,111/08/28,1680,73.1,22.99,公寓(5樓含以下無電梯),37,四層/五層,房地(土地+建物),3房0廳3衛,0,住家用,121.5747141,25.0832831,內湖區
