add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,section,lon,lat
臺北市中山區明水路５５５號十五樓之８,111/10/01,2800,76.8,36.47,住宅大樓(11層含以上有電梯),26,"十五層,十六層/十六層",房地(土地+建物)+車位,3房2廳1衛,0,住家用,中山區,121.5519677,25.0787163
臺北市中山區新生北路一段７６巷８號四樓,111/10/01,1688,60.2,28.05,公寓(5樓含以下無電梯),54,四層/四層,房地(土地+建物),6房0廳6衛,0,住家用,中山區,121.529889,25.0471349
臺北市中山區錦州街５０號十二樓之８,111/09/30,430,37.5,11.45,住宅大樓(11層含以上有電梯),38,十二層/十三層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5262997,25.0601522
臺北市中山區天祥路８２號十二樓之２,111/09/30,1580,101,15.64,住宅大樓(11層含以上有電梯),18,十二層/十四層,房地(土地+建物),3房2廳1衛,0,住家用,中山區,121.5204401,25.0641184
臺北市中山區合江街１８０巷１５號六樓,111/09/29,2520,78.7,32.01,華廈(10層含以下有電梯),45,六層/七層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5384238,25.0611691
臺北市中山區新生北路二段１５巷６號二樓,111/09/29,4363,59.8,72.98,華廈(10層含以下有電梯),11,二層/七層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.5283264,25.0531367
臺北市中山區錦州街５０號十一樓之７,111/09/28,600,52.4,11.45,住宅大樓(11層含以上有電梯),38,十一層/十三層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5262997,25.0601522
臺北市中山區明水路３９７巷１９弄１０號六樓之２,111/09/27,3140,78.1,40.19,住宅大樓(11層含以上有電梯),24,六層/十二層,房地(土地+建物)+車位,3房1廳2衛,0,住家用,中山區,121.548237,25.078474
臺北市中山區錦州街１６４號,111/09/27,2500,98.9,25.28,公寓(5樓含以下無電梯),53,"一層,騎樓/四層",房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5296258,25.0602141
臺北市中山區天祥路８０號七樓之１０,111/09/27,1140,88.7,12.85,住宅大樓(11層含以上有電梯),18,七層/十四層,房地(土地+建物),未知,0,住家用,中山區,121.5204318,25.0639891
臺北市中山區民生東路一段２５號九樓之８,111/09/26,640,51.9,12.32,住宅大樓(11層含以上有電梯),42,九層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5246901,25.0582852
臺北市中山區民生東路一段２５號九樓之９,111/09/26,680,55.2,12.32,住宅大樓(11層含以上有電梯),42,九層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5246901,25.0582852
臺北市中山區建國北路三段１１３巷１７號四樓,111/09/26,1520,55.8,27.22,公寓(5樓含以下無電梯),42,四層/五層,房地(土地+建物),3房2廳1衛,0,住家用,中山區,121.5359744,25.067072
臺北市中山區四平街５６號七樓之３,111/09/26,2280,73.2,31.14,住宅大樓(11層含以上有電梯),14,七層/十一層,房地(土地+建物)+車位,2房1廳1衛,650,住家用,中山區,121.5334835,25.0535725
臺北市中山區遼寧街２１１號七樓之４,111/09/25,2300,89.8,25.62,住宅大樓(11層含以上有電梯),36,七層/十五層,房地(土地+建物),2房2廳1衛,0,住家用,中山區,121.5426103,25.0553258
臺北市中山區新生北路二段１３３巷１２號二樓之２,111/09/25,470,53,8.87,華廈(10層含以下有電梯),43,二層/六層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5282475,25.0607774
臺北市中山區北安路６２１巷６弄１５號三樓,111/09/25,1605,69,23.25,公寓(5樓含以下無電梯),46,三層/四層,房地(土地+建物),3房2廳1衛,0,住家用,中山區,121.5478634,25.0826714
臺北市中山區民生東路二段１１５巷１０號五樓,111/09/25,4750,94.4,58.46,住宅大樓(11層含以上有電梯),1,五層/十三層,房地(土地+建物)+車位,3房2廳2衛,300,住家用,中山區,121.5314637,25.0585662
臺北市中山區新生北路三段７號三樓,111/09/24,1850,60.1,30.79,住宅大樓(11層含以上有電梯),40,三層/十二層,房地(土地+建物),2房2廳1衛,0,住家用,中山區,121.5280756,25.0633644
臺北市中山區林森北路１３１號九樓之３,111/09/24,732,58.5,12.51,華廈(10層含以下有電梯),46,九層/十層,房地(土地+建物),0房1廳1衛,0,住家用,中山區,121.5252915,25.050958
臺北市中山區四平街４０號二樓,111/09/23,1980,77.6,25.52,公寓(5樓含以下無電梯),54,二層/四層,房地(土地+建物),2房2廳1衛,0,住家用,中山區,121.5321189,25.0535994
臺北市中山區中山北路二段１６８之５號七樓之２,111/09/23,1800,95.3,18.9,住宅大樓(11層含以上有電梯),16,七層/十四層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5222592,25.0633793
臺北市中山區農安街１９號十一樓之５,111/09/23,920,82.1,11.21,住宅大樓(11層含以上有電梯),19,十一層/十四層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5239116,25.0650632
臺北市中山區德惠街４５號八樓之７,111/09/23,535,64.5,8.29,華廈(10層含以下有電梯),43,八層/九層,房地(土地+建物),1房0廳1衛,0,住家用,中山區,121.5269966,25.0667636
臺北市中山區林森北路１０７巷２８號七樓,111/09/23,2000,46.3,43.19,華廈(10層含以下有電梯),7,七層/七層,房地(土地+建物)+車位,2房1廳1衛,0,住家用,中山區,121.525882,25.0499803
臺北市中山區錦州街３０巷１１號八樓之１７,111/09/22,480,50,9.6,華廈(10層含以下有電梯),43,八層/十層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5248617,25.0594888
臺北市中山區農安街２２７巷３弄１號三樓,111/09/22,3028,60.2,50.27,華廈(10層含以下有電梯),39,三層/七層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5340077,25.0652509
臺北市中山區農安街２２７巷３弄３號三樓,111/09/22,2360,60.6,38.93,華廈(10層含以下有電梯),39,三層/七層,房地(土地+建物),2房3廳0衛,0,住家用,中山區,121.5340782,25.0652503
臺北市中山區林森北路８５巷７７號六樓之２,111/09/22,694,69.7,9.96,華廈(10層含以下有電梯),15,六層/七層,房地(土地+建物),未知,0,住家用,中山區,121.5274792,25.049334
臺北市中山區新生北路三段４３號十樓之８,111/09/22,960,61.3,15.65,住宅大樓(11層含以上有電梯),45,十層/十一層,房地(土地+建物),未知,0,住家用,中山區,121.5280924,25.0654028
臺北市中山區吉林路１４２之１號五樓之５,111/09/21,1468,86,17.06,華廈(10層含以下有電梯),45,五層/七層,房地(土地+建物),0房2廳1衛,0,住家用,中山區,121.5299741,25.0558235
臺北市中山區大直街５２巷３號,111/09/21,3385,96.4,35.11,公寓(5樓含以下無電梯),45,一層/四層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.545991,25.082591
臺北市中山區長安東路一段５６巷１弄５１號五樓,111/09/20,3800,60.8,62.54,華廈(10層含以下有電梯),13,五層/七層,房地(土地+建物)+車位,3房2廳2衛,350,住家用,中山區,121.5302503,25.0468554
臺北市中山區雙城街１９巷８號五樓之１９,111/09/19,244,13.5,18.1,住宅大樓(11層含以上有電梯),15,五層/十四層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,中山區,121.5247167,25.0653095
臺北市中山區天祥路５６號三樓之２,111/09/19,300,55.2,5.43,華廈(10層含以下有電梯),46,三層/七層,房地(土地+建物),3房2廳1衛,0,住家用,中山區,121.5208585,25.0620702
臺北市中山區龍江路４１５巷２７號二樓,111/09/19,1670,53.1,31.47,公寓(5樓含以下無電梯),36,二層/五層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.5428559,25.0664904
臺北市中山區南京東路一段１巷５號四樓之８,111/09/19,720,71.6,10.06,華廈(10層含以下有電梯),43,四層/六層,房地(土地+建物),0房0廳1衛,0,住家用,中山區,121.5231407,25.0533776
臺北市中山區龍江路３９４巷４８號三樓,111/09/19,1520,44.6,34.12,公寓(5樓含以下無電梯),41,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.539049,25.067095
臺北市中山區林森北路２８６號十二樓之６,111/09/19,688,60,11.47,住宅大樓(11層含以上有電梯),34,十二層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5252818,25.0557207
臺北市中山區新生北路二段５１號七樓,111/09/19,2000,28.3,70.76,住宅大樓(11層含以上有電梯),13,七層/十九層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.5278421,25.0559621
臺北市中山區建國北路三段７１號十一樓之７,111/09/18,2858,87.4,35.96,住宅大樓(11層含以上有電梯),7,十一層/十四層,房地(土地+建物)+車位,3房2廳1衛,300,住家用,中山區,121.5372958,25.0651098
臺北市中山區敬業三路１６２巷１５４號二樓,111/09/17,2720,62.8,43.28,華廈(10層含以下有電梯),22,二層/十層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.55985,25.077982
臺北市中山區雙城街１３巷１１號十五樓,111/09/17,4875,81.1,60.14,住宅大樓(11層含以上有電梯),10,十五層/十五層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.5250117,25.0642377
臺北市中山區新生北路二段６８巷８號九樓之５,111/09/17,2490,92.4,37.98,住宅大樓(11層含以上有電梯),6,九層/十二層,房地(土地+建物)+車位,2房1廳1衛,250,住家用,中山區,121.5268045,25.0566792
臺北市中山區大直街２０巷６號四樓,111/09/17,2728,71.5,38.17,公寓(5樓含以下無電梯),44,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.545928,25.081204
臺北市中山區德惠街１９２號五樓,111/09/16,1880,50.6,37.17,公寓(5樓含以下無電梯),40,五層/五層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.5325642,25.0664996
臺北市中山區新生北路三段９３巷３０號四樓,111/09/16,1888,63.8,29.59,公寓(5樓含以下無電梯),53,四層/四層,房地(土地+建物),3房1廳3衛,0,住家用,中山區,121.5291394,25.0676938
臺北市中山區民生東路二段１４７巷５弄１７號四樓,111/09/16,1600,76.2,21,公寓(5樓含以下無電梯),54,四層/四層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.5355847,25.0592959
臺北市中山區德惠街４５號八樓之１１,111/09/15,500,60.3,8.29,華廈(10層含以下有電梯),43,八層/九層,房地(土地+建物),1房0廳1衛,0,住家用,中山區,121.5269966,25.0667636
臺北市中山區雙城街３０之１０號,111/09/15,1567,65.2,24.05,公寓(5樓含以下無電梯),54,三層/四層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5241649,25.065873
臺北市中山區錦州街１６號十樓,111/09/14,1055,78.5,13.43,華廈(10層含以下有電梯),38,十層/十層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5239856,25.0602424
臺北市中山區長春路１００號九樓之１０,111/09/14,2600,82.9,31.38,華廈(10層含以下有電梯),44,四層/六層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.5542268,25.0858409
臺北市中山區北安路６２１巷４０號二樓,111/09/14,2128,71.4,29.79,公寓(5樓含以下無電梯),43,二層/四層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.546869,25.082808
臺北市中山區松江路２００號十樓,111/09/14,13243.5,66.8,198.25,住宅大樓(11層含以上有電梯),41,十層/十二層,房地(土地+建物)+車位,未知,0,住家用,中山區,121.5328115,25.0572985
臺北市中山區南京東路二段１０８號十五樓之１６,111/09/13,1488,101.8,14.62,住宅大樓(11層含以上有電梯),12,十五層/十八層,房地(土地+建物),0房1廳1衛,0,住家用,中山區,121.53209,25.0517765
臺北市中山區南京東路一段１３２巷１８號五樓,111/09/12,1800,54.7,32.91,華廈(10層含以下有電梯),11,五層/九層,房地(土地+建物)+車位,2房2廳2衛,0,住家用,中山區,121.5269224,25.0509994
臺北市中山區松江路３６２巷４５號二樓,111/09/12,3333,59.8,55.71,華廈(10層含以下有電梯),39,二層/七層,房地(土地+建物),5房2廳3衛,0,住家用,中山區,121.5315371,25.0619967
臺北市中山區明水路３９７巷７弄６號四樓,111/09/12,890,96.6,9.21,華廈(10層含以下有電梯),27,四層/八層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.548137,25.07786
臺北市中山區建國北路三段７１號十四樓之２,111/09/12,2390,88.2,31.49,住宅大樓(11層含以上有電梯),7,十四層/十四層,房地(土地+建物)+車位,2房1廳1衛,320,住家用,中山區,121.5372958,25.0651098
臺北市中山區建國北路三段１１３巷１９弄３號五樓,111/09/11,1290,44,29.3,公寓(5樓含以下無電梯),42,五層/五層,房地(土地+建物),3房1廳2衛,0,住家用,中山區,121.536019,25.067376
臺北市中山區龍江路４１２巷３３號五樓,111/09/11,1510,54.2,27.84,公寓(5樓含以下無電梯),40,五層/五層,房地(土地+建物),4房0廳3衛,0,住家用,中山區,121.5394216,25.0677072
臺北市中山區農安街３４號九樓之１３,111/09/11,560,55.6,10.08,華廈(10層含以下有電梯),43,九層/十層,房地(土地+建物),1房0廳1衛,0,住家用,中山區,121.5268633,25.0647701
臺北市中山區民權東路一段４８號四樓之３,111/09/11,1050,93.1,11.28,住宅大樓(11層含以上有電梯),15,四層/十二層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5242816,25.0625259
臺北市中山區松江路２３５巷２８號四樓,111/09/07,3250,74.5,43.65,華廈(10層含以下有電梯),42,四層/七層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.5343631,25.0586689
臺北市中山區民族東路４１０巷３５號二樓,111/09/07,1250,45.4,27.55,公寓(5樓含以下無電梯),47,二層/四層,房地(土地+建物),3房2廳1衛,0,住家用,中山區,121.538444,25.066528
臺北市中山區五常街１１巷５號十二樓之２,111/09/07,2185,65.7,33.26,住宅大樓(11層含以上有電梯),3,十二層/十七層,房地(土地+建物)+車位,2房1廳1衛,0,住家用,中山區,121.537914,25.064653
臺北市中山區德惠街５２號十樓之１０,111/09/07,500,55.8,8.96,住宅大樓(11層含以上有電梯),41,十層/十一層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5271,25.06656
臺北市中山區復興北路２８號九樓之２,111/09/07,10000,94.7,105.55,住宅大樓(11層含以上有電梯),11,九層/十四層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.5436459,25.0489379
臺北市中山區龍江路３７０巷９號一樓,111/09/07,120,60.3,1.99,公寓(5樓含以下無電梯),43,一層/五層,房地(土地+建物),3房3廳2衛,0,住家用,中山區,121.5403241,25.066529
臺北市中山區民權東路一段３６號三樓之１,111/09/06,955,86.6,11.03,住宅大樓(11層含以上有電梯),15,三層/十二層,房地(土地+建物),0房1廳1衛,0,住家用,中山區,121.5239301,25.062538
臺北市中山區長春路１００號九樓之１０,111/09/06,950,69.7,13.63,住宅大樓(11層含以上有電梯),47,九層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5279422,25.0547762
臺北市中山區北安路５８８巷１７號三樓,111/09/05,2400,93,25.81,華廈(10層含以下有電梯),24,三層/五層,房地(土地+建物),2房2廳1衛,0,住家用,中山區,121.5499376,25.0812185
臺北市中山區長安東路二段１６２號九樓之５,111/09/05,809,75.9,10.66,華廈(10層含以下有電梯),50,九層/九層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5393288,25.0482102
臺北市中山區林森北路１０７巷２８號四樓之１,111/09/05,1200,72.1,16.65,華廈(10層含以下有電梯),7,四層/七層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.525882,25.0499803
臺北市中山區松江路３８巷２３號,111/09/05,6100,106.3,63.22,住宅大樓(11層含以上有電梯),4,"一層,見其他登記事項/十二層",房地(土地+建物)+車位,未知,370,住家用,中山區,121.5308418,25.0478308
臺北市中山區龍江路３５６巷７２號二樓,111/09/05,2225,53.1,41.9,華廈(10層含以下有電梯),40,二層/七層,房地(土地+建物),4房2廳2衛,0,住家用,中山區,121.538028,25.065893
臺北市中山區吉林路９８巷３９號,111/09/04,2000,71.2,28.07,公寓(5樓含以下無電梯),54,四層/五層,房地(土地+建物),2房1廳3衛,0,住家用,中山區,121.5294421,25.0524582
臺北市中山區新生北路二段６８巷９號十樓之２,111/09/04,1330,84.8,15.68,住宅大樓(11層含以上有電梯),14,十層/十三層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5268882,25.0565341
臺北市中山區農安街１２５巷３８號二樓,111/09/03,1500,55.8,26.88,公寓(5樓含以下無電梯),53,二層/四層,房地(土地+建物),3房2廳1衛,0,住家用,中山區,121.5297501,25.0663114
臺北市中山區中山北路一段５３巷２６號三樓之７,111/09/03,1802,85.9,20.98,華廈(10層含以下有電梯),14,三層/十層,房地(土地+建物),1房2廳1衛,0,住家用,中山區,121.5235643,25.0488338
臺北市中山區雙城街１９巷８號十樓之１１,111/09/03,2450,62.9,38.97,住宅大樓(11層含以上有電梯),14,十層/十四層,房地(土地+建物)+車位,3房2廳1衛,0,住家用,中山區,121.5247167,25.0653095
臺北市中山區中山北路二段６２巷３５號三樓,111/09/03,1302,95.1,13.7,華廈(10層含以下有電梯),4,三層/七層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5209646,25.0568253
臺北市中山區建國北路二段１１６巷１９號五樓,111/09/02,5650,81.2,69.61,華廈(10層含以下有電梯),23,五層/七層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.5353172,25.0589429
臺北市中山區北安路４５８巷４７弄３號五樓之２,111/09/02,3580,94.7,47.07,住宅大樓(11層含以上有電梯),19,五層/十四層,房地(土地+建物)+車位,3房2廳2衛,250,住家用,中山區,121.5450892,25.0784026
臺北市中山區中山北路二段７７巷２９號七樓之５,111/09/01,666,68.3,9.76,住宅大樓(11層含以上有電梯),45,七層/十一層,房地(土地+建物),1房1廳1衛,0,住家用,中山區,121.5244786,25.0575772
臺北市中山區林森北路４０９號十樓之３４,111/09/01,500,45.8,10.93,住宅大樓(11層含以上有電梯),40,十層/十二層,房地(土地+建物),未知,0,住家用,中山區,121.525764,25.0594947
臺北市中山區民生東路二段８３號六樓之２０,111/09/01,736.8,55.8,13.2,華廈(10層含以下有電梯),42,六層/七層,房地(土地+建物),未知,0,住家用,中山區,121.530773,25.0581662
臺北市中山區新生北路三段１１巷６３號三樓,111/08/31,1680,59.7,28.12,公寓(5樓含以下無電梯),48,三層/四層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.529977,25.0636334
臺北市中山區復興北路６０號十樓之３,111/08/31,1818,72.2,25.18,住宅大樓(11層含以上有電梯),42,十層/十二層,房地(土地+建物),未知,0,住家用,中山區,121.5437688,25.0502494
臺北市中山區通北街１３２巷８號五樓,111/08/31,2680,51.1,52.47,華廈(10層含以下有電梯),23,五層/九層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.5374003,25.0842858
臺北市中山區德惠街３巷１號二樓之３,111/08/31,995,52.2,19.08,華廈(10層含以下有電梯),16,二層/七層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,中山區,121.523118,25.0670489
臺北市中山區北安路６６６號八樓,111/08/31,4800,124,44.23,華廈(10層含以下有電梯),3,八層/十層,房地(土地+建物)+車位,未知,190,住家用,中山區,121.549461,25.083899
臺北市中山區長安東路一段２２之５號五樓,111/08/31,5999,69.5,86.31,住宅大樓(11層含以上有電梯),15,五層/十四層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.525377,25.048821
臺北市中山區北安路６３０巷２之１號四樓,111/08/31,1835,69.1,26.57,公寓(5樓含以下無電梯),49,四層/四層,房地(土地+建物),3房2廳1衛,0,住家用,中山區,121.54936,25.08272
臺北市中山區復興北路５１４巷１９號四樓,111/08/30,1700,55.1,30.87,公寓(5樓含以下無電梯),43,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,中山區,121.543205,25.0660985
臺北市中山區復興北路６６號十二樓之３,111/08/30,3420,75,45.62,住宅大樓(11層含以上有電梯),43,十二層/十二層,房地(土地+建物),4房2廳2衛,0,住家用,中山區,121.5437779,25.0506051
臺北市中山區復興北路２０４號十樓,111/08/30,2630,88.7,29.64,住宅大樓(11層含以上有電梯),36,十層/十三層,房地(土地+建物),2房2廳2衛,0,住家用,中山區,121.5437113,25.0557228
臺北市中山區通北街１０３號六樓,111/08/30,3150,55.9,56.3,華廈(10層含以下有電梯),24,六層/九層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,中山區,121.5381445,25.083796
臺北市中山區民權東路二段３６號十一樓,111/08/30,8100,81.7,99.15,住宅大樓(11層含以上有電梯),10,"十一層,十二層/十二層",房地(土地+建物)+車位,2房3廳2衛,0,住家用,中山區,121.5292205,25.0624041
臺北市中山區中山北路二段５９巷９號六樓之２,111/08/29,1832,76,24.09,華廈(10層含以下有電梯),45,六層/六層,房地(土地+建物),2房2廳1衛,0,住家用,中山區,121.5236425,25.0559288
臺北市中山區明水路５２６巷５２號七樓之１,111/08/29,10858,110.4,98.33,華廈(10層含以下有電梯),18,七層/九層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,中山區,121.5538212,25.0788113
臺北市中山區德惠街１９８巷７號四樓,111/08/29,1600,59.8,26.77,公寓(5樓含以下無電梯),48,四層/四層,房地(土地+建物),2房2廳1衛,0,住家用,中山區,121.5327854,25.0662115
臺北市中山區松江路６４巷２２號五樓之１,111/08/29,1710,84.7,20.19,華廈(10層含以下有電梯),6,五層/七層,房地(土地+建物),2房1廳1衛,0,住家用,中山區,121.5310903,25.0488889
臺北市中山區合江街２９號三樓之１,111/08/29,717,77.3,9.28,華廈(10層含以下有電梯),14,三層/九層,房地(土地+建物),1房0廳1衛,0,住家用,中山區,121.5391926,25.0553896
臺北市中山區錦州街５０號六樓之２１,111/08/29,200,21.3,9.38,住宅大樓(11層含以上有電梯),38,六層/十三層,房地(土地+建物),1房1廳1衛,0,中山區,中山區,121.5262997,25.0601522
