add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat,section
臺北市文山區辛亥路四段２０９巷２０號二十五樓,111/10/03,3366,89.7,44.43,住宅大樓(11層含以上有電梯),2,二十五層/二十六層,房地(土地+建物)+車位,3房2廳2衛,280,住家用,121.5560122,25.002294,文山區
臺北市文山區忠順街二段９０巷３２號,111/10/03,2150,40.7,52.83,華廈(10層含以下有電梯),27,一層/七層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5648957,24.9847426,文山區
臺北市文山區萬隆街４７之６號,111/10/03,2120,63.1,33.6,公寓(5樓含以下無電梯),44,"一層,通道/五層",房地(土地+建物),3房2廳1衛,0,住家用,121.536124,25.000651,文山區
臺北市文山區萬盛街８９之１號三樓,111/10/02,1456,79.2,18.39,華廈(10層含以下有電梯),6,三層/八層,房地(土地+建物),2房2廳1衛,0,住家用,121.5426858,25.0055782,文山區
臺北市文山區興隆路一段２５１巷４弄７號三樓,111/10/02,1256,49.5,25.4,公寓(5樓含以下無電梯),49,三層/四層,房地(土地+建物),3房1廳2衛,0,住家用,121.5450372,24.9994999,文山區
臺北市文山區興隆路三段１９２巷８弄２６號,111/10/02,560,23.6,23.71,公寓(5樓含以下無電梯),45,一層/四層,房地(土地+建物),3房1廳1衛,0,住家用,121.5577148,24.9978696,文山區
臺北市文山區政大二街１０２號二樓,111/10/01,2880,58.1,55.41,華廈(10層含以下有電梯),13,二層/五層,房地(土地+建物)+車位,2房2廳2衛,250,住家用,121.5849873,24.9876539,文山區
臺北市文山區辛亥路四段７７巷９２弄９號十三樓之１０,111/10/01,820,59.2,13.85,住宅大樓(11層含以上有電梯),19,十三層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5604014,25.0089831,文山區
臺北市文山區景華街１２８巷２６號四樓,111/10/01,1282,45.7,28.06,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.547673,24.9946379,文山區
臺北市文山區景福街５４巷５弄４號三樓,111/10/01,1736,52.9,32.84,公寓(5樓含以下無電梯),34,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.537989,24.999908,文山區
臺北市文山區政大一街２９３號,111/10/01,2400,65.2,42.99,華廈(10層含以下有電梯),8,一層/五層,房地(土地+建物)+車位,3房2廳2衛,250,住家用,121.5853332,24.9867351,文山區
臺北市文山區興隆路三段２５５巷６弄９號,111/09/30,1150,41.1,28.01,公寓(5樓含以下無電梯),37,一層/四層,房地(土地+建物),3房1廳2衛,0,住家用,121.559701,24.9921569,文山區
臺北市文山區興順街８５號八樓,111/09/28,2770,65,42.64,華廈(10層含以下有電梯),17,八層/十層,房地(土地+建物)+車位,3房2廳2衛,200,住家用,121.5444059,25.0013305,文山區
臺北市文山區試院路１４４巷４弄１４號三樓,111/09/28,475,46.2,10.29,華廈(10層含以下有電梯),28,三層/七層,房地(土地+建物),1房0廳1衛,0,住家用,121.5472756,24.9904799,文山區
臺北市文山區辛亥路五段９０號七樓,111/09/28,2600,50.7,51.3,華廈(10層含以下有電梯),40,七層/七層,房地(土地+建物),4房2廳2衛,0,住家用,121.5532315,24.9985739,文山區
臺北市文山區下崙路３３巷１７號五樓,111/09/27,1350,42.9,31.48,公寓(5樓含以下無電梯),30,五層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5584782,24.9860603,文山區
臺北市文山區溪口街８５巷８號,111/09/27,1150,57.3,20.06,公寓(5樓含以下無電梯),47,"一層,平台/四層",房地(土地+建物),3房2廳3衛,0,住家用,121.5382564,24.9952745,文山區
臺北市文山區福興路６３巷４弄１１之８號二樓,111/09/26,1460,47.6,30.64,華廈(10層含以下有電梯),25,"二層,電梯樓梯間/八層",房地(土地+建物)+車位,2房2廳1衛,200,住家用,121.549143,25.004074,文山區
臺北市文山區政大三街１１號二樓,111/09/26,1930,50,45.53,華廈(10層含以下有電梯),26,"二層,電梯樓梯間/五層",房地(土地+建物)+車位,3房2廳2衛,200,住家用,121.580758,24.9861188,文山區
臺北市文山區景華街９１號三樓,111/09/26,1380,52.4,26.33,公寓(5樓含以下無電梯),42,三層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.546087,24.995454,文山區
臺北市文山區萬安街１０３號三樓,111/09/25,1425,37.7,37.76,公寓(5樓含以下無電梯),35,三層/四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5717332,25.0008848,文山區
臺北市文山區木新路三段９５巷４２號十一樓之３,111/09/24,4220,66.2,80.04,住宅大樓(11層含以上有電梯),15,十一層/二十一層,房地(土地+建物)+車位,4房2廳2衛,500,住家用,121.5627137,24.9809125,文山區
臺北市文山區萬安街２２巷１３弄２２號四樓,111/09/24,1470,40.6,36.21,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.569671,24.999848,文山區
臺北市文山區三福街５３號三樓,111/09/24,1688,51.8,32.6,公寓(5樓含以下無電梯),48,"三層,陽臺/四層",房地(土地+建物),3房2廳2衛,0,住家用,121.5436222,24.9978008,文山區
臺北市文山區試院路６４號三樓,111/09/23,1250,44.6,28.03,公寓(5樓含以下無電梯),26,三層/四層,房地(土地+建物),3房2廳2衛,0,住家用,121.549781,24.9907355,文山區
臺北市文山區秀明路一段１９巷３弄３號五樓,111/09/23,1270,40.9,31.08,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),6房0廳2衛,0,住家用,121.5635047,24.9895663,文山區
臺北市文山區興隆路二段２７５巷１弄８號十一樓之１,111/09/22,1300,60.8,21.4,住宅大樓(11層含以上有電梯),28,十一層/十三層,房地(土地+建物),2房1廳1衛,0,住家用,121.5525231,25.0029983,文山區
臺北市文山區萬壽路６２之３號,111/09/22,665,40.3,16.5,華廈(10層含以下有電梯),15,一層/五層,房地(土地+建物)+車位,1房0廳1衛,0,住家用,121.5873593,24.9868453,文山區
臺北市文山區興隆路二段２２巷７弄７號五樓,111/09/22,1500,53.1,28.22,公寓(5樓含以下無電梯),37,五層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5461631,24.998139,文山區
臺北市文山區木柵路一段５９巷１１弄１５號二樓,111/09/22,1350,47.2,28.58,公寓(5樓含以下無電梯),41,二層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5468427,24.9883866,文山區
臺北市文山區木柵路二段１０９巷１９號三樓,111/09/21,1650,41,40.2,公寓(5樓含以下無電梯),27,"三層,電梯樓梯間/五層",房地(土地+建物)+車位,3房1廳4衛,0,住家用,121.562462,24.9894639,文山區
臺北市文山區秀明路二段１１５巷１１號十七樓,111/09/20,2440,50.7,48.17,住宅大樓(11層含以上有電梯),25,十七層/十九層,房地(土地+建物)+車位,3房2廳2衛,180,住家用,121.5774302,24.99125,文山區
臺北市文山區興隆路三段３０４巷３２之１２號二樓,111/09/19,1466,50.3,34.96,華廈(10層含以下有電梯),9,二層/七層,房地(土地+建物)+車位,1房2廳1衛,180,住家用,121.5551521,24.9960867,文山區
臺北市文山區政大一街３２０巷８８號四樓,111/09/19,2540,44.9,56.56,華廈(10層含以下有電梯),21,四層/七層,房地(土地+建物)+車位,4房2廳2衛,150,住家用,121.5864228,24.9858841,文山區
臺北市文山區木新路二段６６巷８號二樓,111/09/18,1688,58.6,28.8,華廈(10層含以下有電梯),26,二層/六層,房地(土地+建物),3房1廳2衛,0,住家用,121.570267,24.9859023,文山區
臺北市文山區樟新街３６號十四樓之１,111/09/17,2610,50,52.25,住宅大樓(11層含以上有電梯),28,十四層/十六層,房地(土地+建物)+車位,3房2廳2衛,250,住家用,121.5553727,24.9784411,文山區
臺北市文山區保儀路６２號十三樓,111/09/17,3200,63.2,60.94,住宅大樓(11層含以上有電梯),8,十三層/二十四層,房地(土地+建物)+車位,2房2廳2衛,250,住家用,121.5684965,24.987683,文山區
臺北市文山區興德路２０巷３２號九樓,111/09/17,1188,79.5,14.95,住宅大樓(11層含以上有電梯),7,九層/十二層,房地(土地+建物),0房1廳1衛,0,住家用,121.5561771,25.0010568,文山區
臺北市文山區辛亥路四段２０９巷２０號二十一樓,111/09/16,3338,92,44.13,住宅大樓(11層含以上有電梯),2,二十一層/二十六層,房地(土地+建物)+車位,3房2廳2衛,200,住家用,121.5560122,25.002294,文山區
臺北市文山區興隆路二段２０３巷９８號五樓,111/09/16,1650,65.5,25.19,住宅大樓(11層含以上有電梯),25,五層/十一層,房地(土地+建物),2房2廳1衛,0,住家用,121.5468049,25.003142,文山區
臺北市文山區新光路一段９５巷２０號三樓,111/09/16,1500,43.8,34.22,公寓(5樓含以下無電梯),37,三層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.5746338,24.9911175,文山區
臺北市文山區興隆路四段６６巷１５號四樓,111/09/16,1175,48.7,24.11,公寓(5樓含以下無電梯),46,"四層,陽臺/四層",房地(土地+建物),3房2廳1衛,0,住家用,121.5606985,24.9846819,文山區
臺北市文山區木柵路一段５９巷３３號,111/09/15,1720,59.9,28.71,公寓(5樓含以下無電梯),41,一層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.547382,24.988224,文山區
臺北市文山區政大一街２９３號,111/09/14,1159,65,21.49,華廈(10層含以下有電梯),8,一層/五層,房地(土地+建物)+車位,3房2廳2衛,87,住家用,121.5853332,24.9867351,文山區
臺北市文山區興隆路三段１８５巷９弄２號五樓,111/09/14,1060,34.5,30.73,公寓(5樓含以下無電梯),39,五層/五層,房地(土地+建物),4房3廳2衛,0,住家用,121.5620723,24.9955449,文山區
臺北市文山區景後街９５號六樓之１,111/09/13,700,65.1,10.76,住宅大樓(11層含以上有電梯),28,六層/十三層,房地(土地+建物),1房1廳1衛,0,住家用,121.542926,24.991914,文山區
臺北市文山區木柵路二段１０９巷１００弄３號九樓,111/09/13,1300,48.8,26.64,華廈(10層含以下有電梯),29,九層/十層,房地(土地+建物),2房2廳1衛,0,住家用,121.5629498,24.991407,文山區
臺北市文山區福興路９５巷２７號二樓,111/09/13,350,0,9.45,華廈(10層含以下有電梯),22,二層/十層,房地(土地+建物)+車位,2房1廳1衛,0,住家用,121.5481712,25.0049699,文山區
臺北市文山區政大二街１７１巷５６號六樓,111/09/12,1825,44.4,41.09,華廈(10層含以下有電梯),20,六層/八層,房地(土地+建物),3房2廳2衛,0,住家用,121.586149,24.9896165,文山區
臺北市文山區辛亥路四段７７巷９２弄９號十四樓之２,111/09/11,1550,64.6,24.01,住宅大樓(11層含以上有電梯),19,十四層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5604014,25.0089831,文山區
臺北市文山區萬安街７１號三樓之４,111/09/11,792,44.9,17.62,華廈(10層含以下有電梯),27,三層/五層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.5715122,24.9999986,文山區
臺北市文山區景興路２５８號十一樓,111/09/11,1620,56.4,28.73,住宅大樓(11層含以上有電梯),20,十一層/十二層,房地(土地+建物),3房2廳1衛,0,住家用,121.5427907,24.9902077,文山區
臺北市文山區木新路二段１５之１號八樓,111/09/11,546,60,9.11,住宅大樓(11層含以上有電梯),27,八層/十四層,房地(土地+建物),1房0廳1衛,0,住家用,121.5711044,24.9873749,文山區
臺北市文山區木新路三段３１０巷１２弄６號,111/09/10,1960,69.5,28.19,公寓(5樓含以下無電梯),48,"一層,平台/四層",房地(土地+建物),3房2廳2衛,0,住家用,121.5572365,24.9819883,文山區
臺北市文山區木柵路四段１４１號十二樓之５,111/09/10,2100,76,27.62,住宅大樓(11層含以上有電梯),12,十二層/十九層,房地(土地+建物),2房2廳1衛,0,住家用,121.5742202,24.9982015,文山區
臺北市文山區秀明路一段１２９巷６８弄６號二樓,111/09/09,4680,59.4,78.84,華廈(10層含以下有電梯),5,二層/五層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5669215,24.9911296,文山區
臺北市文山區木新路二段２９９巷７弄１６號,111/09/09,2250,62.8,35.82,公寓(5樓含以下無電梯),32,一層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.56646,24.982582,文山區
臺北市文山區景興路２６２號十二樓,111/09/07,920,69.9,13.16,住宅大樓(11層含以上有電梯),13,十二層/十五層,房地(土地+建物),1房1廳1衛,0,住家用,121.5427503,24.9901061,文山區
臺北市文山區恆光街１４巷２２號三樓,111/09/06,1295,47.3,27.4,公寓(5樓含以下無電梯),42,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5661201,24.9826151,文山區
臺北市文山區木柵路一段８９巷１５弄５號二樓,111/09/06,976.6,35.6,27.45,公寓(5樓含以下無電梯),48,"二層,陽臺/四層",房地(土地+建物),4房1廳1衛,0,住家用,121.5467606,24.9873771,文山區
臺北市文山區樟新街３６號十二樓之２,111/09/05,2500,50.8,49.23,住宅大樓(11層含以上有電梯),28,十二層/十六層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5553727,24.9784411,文山區
臺北市文山區木柵路二段１０９巷３０號五樓,111/09/05,1285,30,42.86,公寓(5樓含以下無電梯),35,五層/五層,房地(土地+建物),4房2廳2衛,0,住家用,121.5637433,24.9906973,文山區
臺北市文山區和平東路四段６６巷１９號七樓,111/09/05,3350,48.6,68.89,住宅大樓(11層含以上有電梯),25,七層/十六層,房地(土地+建物)+車位,4房2廳3衛,200,住家用,121.5655087,25.0072435,文山區
臺北市文山區汀州路四段２２１號三樓,111/09/04,3350,58.3,57.42,住宅大樓(11層含以上有電梯),12,三層/十四層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5361459,25.0021122,文山區
臺北市文山區木新路三段９５巷４２號十五樓,111/09/04,4558,56.9,80.04,住宅大樓(11層含以上有電梯),15,十五層/二十一層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5627137,24.9809125,文山區
臺北市文山區樟新街５６巷２２號五樓,111/09/03,2670,39.6,67.47,華廈(10層含以下有電梯),32,"五層,六層/六層",房地(土地+建物),6房2廳3衛,0,住家用,121.5548004,24.9776553,文山區
臺北市文山區景華街１２８巷２２號三樓,111/09/03,1450,44.1,32.88,公寓(5樓含以下無電梯),39,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5475606,24.9947486,文山區
臺北市文山區育英街８３號三樓之１,111/09/03,1808,78.5,29.57,華廈(10層含以下有電梯),2,三層/七層,房地(土地+建物)+車位,1房1廳1衛,135,住家用,121.5390569,24.9910934,文山區
臺北市文山區試院路６４之１號,111/09/03,2000,36.6,54.6,公寓(5樓含以下無電梯),26,一層/四層,房地(土地+建物),9房2廳4衛,0,住家用,121.549781,24.9907355,文山區
臺北市文山區政大一街２９５號四樓,111/09/03,1880,63,36.7,華廈(10層含以下有電梯),8,四層/五層,房地(土地+建物)+車位,2房2廳1衛,200,住家用,121.5853373,24.9867392,文山區
臺北市文山區育英街７９號七樓,111/09/03,1672,82.7,22.81,華廈(10層含以下有電梯),2,七層/七層,房地(土地+建物)+車位,1房1廳1衛,140,住家用,121.5387575,24.9924876,文山區
臺北市文山區興隆路二段２０３巷１３２號六樓,111/09/03,2169,65.5,40.14,住宅大樓(11層含以上有電梯),25,六層/十一層,房地(土地+建物)+車位,3房2廳2衛,220,住家用,121.5475594,25.0030687,文山區
臺北市文山區辛亥路四段７７巷１０４號八樓,111/09/01,2250,48.6,54.06,住宅大樓(11層含以上有電梯),27,八層/十三層,房地(土地+建物)+車位,4房2廳2衛,200,住家用,121.5603541,25.009235,文山區
臺北市文山區福興路７８巷２０弄５７號二樓,111/09/01,1778,45.3,39.26,公寓(5樓含以下無電梯),33,二層/五層,房地(土地+建物),4房2廳2衛,0,住家用,121.551511,25.0053,文山區
臺北市文山區久康街９５號六樓,111/09/01,2850,53.7,53.08,華廈(10層含以下有電梯),29,六層/八層,房地(土地+建物)+車位,4房2廳2衛,250,住家用,121.5655494,24.9895373,文山區
臺北市文山區萬壽路７５號三樓,111/08/31,1823,50.3,37.79,華廈(10層含以下有電梯),14,三層/五層,房地(土地+建物)+車位,2房2廳2衛,150,住家用,121.5880092,24.98549,文山區
臺北市文山區萬壽路６２之７號二樓,111/08/31,730,44.7,16.32,華廈(10層含以下有電梯),15,二層/五層,房地(土地+建物),1房1廳1衛,0,住家用,121.5873593,24.9868453,文山區
臺北市文山區富山路１８號,111/08/31,2460,47.8,51.41,公寓(5樓含以下無電梯),30,一層/五層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5540702,24.9893381,文山區
臺北市文山區羅斯福路六段４３１號八樓之１,111/08/31,2380,72.7,32.74,住宅大樓(11層含以上有電梯),11,八層/十三層,房地(土地+建物)+車位,2房1廳1衛,0,住家用,121.5402433,24.990909,文山區
臺北市文山區萬安街３０巷９號六樓之５,111/08/30,1240,43.4,28.6,住宅大樓(11層含以上有電梯),39,六層/十二層,房地(土地+建物),3房1廳1衛,0,住家用,121.5702274,25.0000619,文山區
臺北市文山區木柵路一段５９巷１６號五樓,111/08/30,3280,52.5,70.45,住宅大樓(11層含以上有電梯),15,五層/十二層,房地(土地+建物)+車位,4房2廳2衛,280,住家用,121.5462178,24.9875719,文山區
臺北市文山區木柵路一段１９４號三樓,111/08/30,890,54.6,16.31,公寓(5樓含以下無電梯),33,三層/四層,房地(土地+建物),2房2廳1衛,0,住家用,121.5528487,24.9877377,文山區
臺北市文山區汀州路四段２１３號七樓,111/08/29,582,16.8,34.68,住宅大樓(11層含以上有電梯),12,七層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5355114,25.0039884,文山區
臺北市文山區和平東路四段６５巷９弄２之１號,111/08/29,4100,0,80.67,透天厝,41,全/三層,房地(土地+建物)+車位,6房4廳5衛,0,住家用,121.5671399,25.0064196,文山區
臺北市文山區福興路８１之２號六樓,111/08/29,978,60.1,16.27,華廈(10層含以下有電梯),27,六層/六層,房地(土地+建物),1房1廳1衛,0,住家用,121.549637,25.0042141,文山區
臺北市文山區木柵路四段３３巷５號四樓,111/08/29,2080,57,36.48,華廈(10層含以下有電梯),14,四層/十層,房地(土地+建物),3房2廳2衛,0,住家用,121.5710196,24.9941813,文山區
臺北市文山區木柵路四段１４１號四樓之２,111/08/29,2600,63.7,40.84,住宅大樓(11層含以上有電梯),12,四層/十九層,房地(土地+建物),3房2廳2衛,0,住家用,121.5742202,24.9982015,文山區
臺北市文山區辛亥路五段６９之１號四樓,111/08/28,1180,74.6,15.82,住宅大樓(11層含以上有電梯),7,四層/十一層,房地(土地+建物)+車位,0房1廳1衛,0,住家用,121.5533332,24.9982276,文山區
臺北市文山區政大一街５號三樓,111/08/28,1960,61.9,33.14,華廈(10層含以下有電梯),11,三層/五層,房地(土地+建物)+車位,2房2廳1衛,180,住家用,121.5798662,24.9858007,文山區
臺北市文山區辛亥路七段８４巷５號四樓之３,111/08/28,1368,55.9,24.47,華廈(10層含以下有電梯),22,四層/十層,房地(土地+建物),3房2廳2衛,0,住家用,121.5547481,24.9816579,文山區
臺北市文山區羅斯福路五段２１０號九樓之１,111/08/28,1968,84.3,23.35,華廈(10層含以下有電梯),11,九層/九層,房地(土地+建物),2房2廳1衛,0,住家用,121.5384874,25.0029389,文山區
臺北市文山區秀明路二段１６９號四樓之１,111/08/28,3488,58.7,59.64,住宅大樓(11層含以上有電梯),15,四層/十三層,房地(土地+建物)+車位,3房2廳2衛,250,住家用,121.5769468,24.9902112,文山區
臺北市文山區汀州路四段１０５巷２８號,111/08/28,1880,65.4,28.75,公寓(5樓含以下無電梯),47,"一層,平台/四層",房地(土地+建物),3房2廳2衛,0,住家用,121.5379268,25.0061922,文山區
臺北市文山區政大二街２０６巷４０號,111/08/28,2790,42.6,65.52,公寓(5樓含以下無電梯),26,"一層,二層,三層/四層",房地(土地+建物)+車位,4房2廳3衛,0,住家用,121.5854082,24.9887297,文山區
臺北市文山區景興路９６巷１７號二樓,111/08/28,1700,53,32.05,公寓(5樓含以下無電梯),55,二層/四層,房地(土地+建物),3房2廳2衛,0,住家用,121.543595,24.99462,文山區
臺北市文山區富山路１號三樓,111/08/27,2740,62.2,44.03,華廈(10層含以下有電梯),13,三層/七層,房地(土地+建物)+車位,3房2廳2衛,150,住家用,121.554139,24.9893709,文山區
臺北市文山區萬盛街８９之３號五樓,111/08/27,1900,71.4,28.12,華廈(10層含以下有電梯),6,五層/八層,房地(土地+建物)+車位,3房2廳1衛,180,住家用,121.5426858,25.0055782,文山區
臺北市文山區羅斯福路五段２１８巷３４號四樓,111/08/27,1800,62.8,28.68,公寓(5樓含以下無電梯),43,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5371347,25.0021817,文山區
臺北市文山區羅斯福路五段１９２巷５弄２號五樓,111/08/27,1822,66.9,27.24,公寓(5樓含以下無電梯),43,五層/五層,房地(土地+建物),4房3廳3衛,0,住家用,121.5380208,25.0034851,文山區
臺北市文山區景華街１２１巷１２弄９號四樓,111/08/26,1250,46.7,26.78,公寓(5樓含以下無電梯),49,四層/四層,房地(土地+建物),3房1廳1衛,0,住家用,121.5466075,24.9970439,文山區
臺北市文山區溪口街１巷１４號三樓,111/08/26,880,49.4,17.83,公寓(5樓含以下無電梯),41,三層/五層,房地(土地+建物),2房1廳1衛,0,住家用,121.5405085,24.994132,文山區
臺北市文山區興隆路二段８６巷６號四樓,111/08/26,958,52.5,18.23,公寓(5樓含以下無電梯),53,四層/四層,房地(土地+建物),2房1廳1衛,0,住家用,121.5484649,24.9996925,文山區
臺北市文山區木柵路二段１０９巷１００弄４６號十六樓,111/08/24,1910,50.1,38.74,住宅大樓(11層含以上有電梯),26,十六層/十七層,房地(土地+建物)+車位,3房2廳2衛,175,住家用,121.562787,24.992588,文山區
臺北市文山區辛亥路六段３５號三樓之１,111/08/23,2601,68.6,37.89,住宅大樓(11層含以上有電梯),14,三層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5526966,24.9895056,文山區
臺北市文山區辛亥路六段３７號十樓之１,111/08/23,2760,63.7,52.51,住宅大樓(11層含以上有電梯),14,十層/十四層,房地(土地+建物)+車位,3房2廳2衛,250,住家用,121.5526988,24.9894854,文山區
臺北市文山區和興路２８巷１１號四樓,111/08/22,1200,29.1,41.19,華廈(10層含以下有電梯),33,四層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.546349,24.9846756,文山區
臺北市文山區景興路１０２巷９號,111/08/21,2060,64.3,32.05,公寓(5樓含以下無電梯),54,一層/四層,房地(土地+建物),3房2廳1衛,0,住家用,121.5440219,24.9943206,文山區
臺北市文山區羅斯福路六段２８５號十一樓,111/08/21,2522,78.5,32.11,住宅大樓(11層含以上有電梯),12,十一層/十四層,房地(土地+建物)+車位,2房1廳1衛,0,住家用,121.541408,24.994518,文山區
臺北市文山區萬寧街１４７號十二樓,111/08/21,900,19.4,46.5,住宅大樓(11層含以上有電梯),25,十二層/十六層,建物,3房2廳2衛,0,住家用,121.571018,25.0035286,文山區
臺北市文山區羅斯福路五段２１２巷２１號,111/08/20,1200,32.9,36.47,公寓(5樓含以下無電梯),42,"一層,停車場/五層",房地(土地+建物),4房2廳2衛,0,住家用,121.537111,25.003162,文山區
臺北市文山區景興路９６巷１２號二樓,111/08/20,1225,48.7,25.17,公寓(5樓含以下無電梯),50,"二層,陽臺/四層",房地(土地+建物),3房2廳1衛,0,住家用,121.544109,24.994801,文山區
臺北市文山區木新路二段７９巷３號三樓,111/08/20,2320,46,50.44,華廈(10層含以下有電梯),31,三層/六層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.571094,24.9851209,文山區
臺北市文山區景興路１９５號十一樓之４,111/08/19,1105,65,17.01,住宅大樓(11層含以上有電梯),28,十一層/十八層,房地(土地+建物),1房1廳1衛,0,住家用,121.5441099,24.9920557,文山區
臺北市文山區萬壽路７５之８號,111/08/17,1750,50.1,37.26,華廈(10層含以下有電梯),14,一層/五層,房地(土地+建物)+車位,3房2廳2衛,110,住家用,121.5880092,24.98549,文山區
臺北市文山區羅斯福路六段１４２巷２２號三樓,111/08/17,2100,67.5,31.12,華廈(10層含以下有電梯),25,三層/六層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.539545,24.99689,文山區
臺北市文山區興隆路三段２２１巷６弄７號,111/08/16,1600,57.6,27.8,公寓(5樓含以下無電梯),42,一層/五層,房地(土地+建物),2房2廳1衛,0,住家用,121.5608486,24.9938315,文山區
臺北市文山區萬壽路５６號三樓,111/08/15,2558.5,59.2,49.48,華廈(10層含以下有電梯),4,"三層,四層/五層",房地(土地+建物)+車位,3房2廳2衛,130,住家用,121.5878096,24.9871854,文山區
