add,date,amount,price,area,type,age,floor.height,subject,pattern,car,use,lon,lat,section
臺北市大安區忠孝東路四段２１６巷２７弄１４號五樓,111/09/27,3700,88.4,41.88,華廈(10層含以下有電梯),46,"五層,陽臺/七層",房地(土地+建物),3房2廳2衛,0,住家用,121.5538669,25.0397982,大安區
臺北市大安區金山南路二段１９２巷３２號三樓,111/09/27,2368,99.2,23.88,公寓(5樓含以下無電梯),32,三層/五層,房地(土地+建物),2房1廳1衛,0,住家用,121.5253824,25.0280484,大安區
臺北市大安區敦化南路二段１４６巷２號七樓,111/09/25,3120,90,34.66,住宅大樓(11層含以上有電梯),37,七層/十九層,房地(土地+建物),3房2廳2衛,0,住家用,121.5482211,25.0254077,大安區
臺北市大安區基隆路二段１６６號十六樓之１,111/09/25,3100,76.3,40.62,住宅大樓(11層含以上有電梯),33,十六層/十七層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5554653,25.02716,大安區
臺北市大安區和平東路二段７６巷３１弄１５號二樓之２,111/09/25,1035,103.5,10,華廈(10層含以下有電梯),28,二層/六層,房地(土地+建物),0房1廳1衛,0,住家用,121.5394323,25.0221555,大安區
臺北市大安區市民大道四段１２２號四樓之３,111/09/23,1127,102.2,11.03,華廈(10層含以下有電梯),35,四層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.55123,25.0443429,大安區
臺北市大安區金山南路二段１５９巷１０號四樓,111/09/23,1975,86.2,22.91,公寓(5樓含以下無電梯),53,"四層,陽臺/四層",房地(土地+建物),2房1廳1衛,0,住家用,121.527066,25.02902,大安區
臺北市大安區光復南路６８８號三樓之２,111/09/23,3369,102,33.03,住宅大樓(11層含以上有電梯),5,三層/十四層,房地(土地+建物),2房2廳1衛,0,住家用,121.5571655,25.0300904,大安區
臺北市大安區通化街３９巷６２弄２９號,111/09/22,38.5,0,0.94,透天厝,35,全/三層,房地(土地+建物),5房3廳3衛,0,住家用,121.5562725,25.0302824,大安區
臺北市大安區麗水街３２號九樓,111/09/22,1000,155.8,6.42,住宅大樓(11層含以上有電梯),18,九層/十三層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5279229,25.0273832,大安區
臺北市大安區建國南路一段３３５號十樓,111/09/21,2598,93.3,27.83,住宅大樓(11層含以上有電梯),36,十層/十四層,房地(土地+建物),3房2廳1衛,0,住家用,121.5382475,25.0345829,大安區
臺北市大安區忠孝東路三段２１４號八樓,111/09/21,2250,84,26.77,住宅大樓(11層含以上有電梯),35,八層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5399747,25.0414545,大安區
臺北市大安區臥龍街２８８號三樓,111/09/20,2550,66.1,38.6,公寓(5樓含以下無電梯),31,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5589754,25.0168829,大安區
臺北市大安區安和路二段８８號五樓之２,111/09/19,6750,97.8,69.04,住宅大樓(11層含以上有電梯),33,五層/二十五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5504015,25.0289108,大安區
臺北市大安區羅斯福路二段１１１號十五樓之３,111/09/19,3773,136,36.55,住宅大樓(11層含以上有電梯),5,十五層/十五層,房地(土地+建物)+車位,2房1廳1衛,300,住家用,121.5246447,25.0244804,大安區
臺北市大安區和平東路二段１１８巷５２弄６之２號,111/09/18,2416,87.4,27.63,公寓(5樓含以下無電梯),54,三層/四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5426028,25.0222669,大安區
臺北市大安區臥龍街１９５巷２６號二樓,111/09/17,2700,66.4,40.67,華廈(10層含以下有電梯),39,二層/七層,房地(土地+建物),4房2廳2衛,0,住家用,121.5532208,25.0189786,大安區
臺北市大安區永康街１７巷１３號三樓,111/09/16,2000,100.4,25.18,華廈(10層含以下有電梯),20,三層/六層,房地(土地+建物)+車位,1房1廳1衛,300,住家用,121.5303545,25.0323709,大安區
臺北市大安區信義路三段９９巷２６號,111/09/16,3080,106,29.06,住宅大樓(11層含以上有電梯),36,一層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5388794,25.0350425,大安區
臺北市大安區安和路二段８０號十四樓,111/09/16,1200,33.4,35.91,住宅大樓(11層含以上有電梯),44,十四層/十五層,房地(土地+建物),2房2廳2衛,0,住家用,121.550956,25.029635,大安區
臺北市大安區建國南路一段２９１巷１３號五樓,111/09/15,250,18.5,13.53,住宅大樓(11層含以上有電梯),36,五層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5388817,25.0358269,大安區
臺北市大安區羅斯福路三段６５號十樓之２,111/09/15,29,77.3,0.38,住宅大樓(11層含以上有電梯),35,十層/十二層,房地(土地+建物),3房2廳2衛,0,住家用,121.52597,25.022938,大安區
臺北市大安區大安路二段１１８號六樓,111/09/14,4500,83.2,54.08,華廈(10層含以下有電梯),37,六層/七層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.545852,25.030416,大安區
臺北市大安區瑞安街２０８巷５８弄５號,111/09/14,4450,114.5,51.69,住宅大樓(11層含以上有電梯),26,"一層,電梯樓梯間/十一層",房地(土地+建物)+車位,3房2廳2衛,350,住家用,121.5402462,25.0300704,大安區
臺北市大安區延吉街１３１巷１弄３４號二樓,111/09/14,2720,93.8,28.99,華廈(10層含以下有電梯),44,二層/七層,房地(土地+建物),2房2廳1衛,0,住家用,121.5546395,25.0435193,大安區
臺北市大安區大安路二段９０巷１號三樓,111/09/12,1800,28.5,63.11,華廈(10層含以下有電梯),38,三層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5458331,25.0313721,大安區
臺北市大安區辛亥路二段４１號五樓之２,111/09/12,700,14.5,48.2,住宅大樓(11層含以上有電梯),34,五層/二十五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5363135,25.0230621,大安區
臺北市大安區瑞安街２０８巷３９號四樓之３,111/09/12,1332,105.5,12.63,華廈(10層含以下有電梯),7,四層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.5407257,25.0297199,大安區
臺北市大安區光復南路６８０號八樓之５,111/09/12,1108,82.7,13.4,住宅大樓(11層含以上有電梯),27,八層/十三層,房地(土地+建物),1房1廳1衛,0,住家用,121.5575045,25.0301248,大安區
臺北市大安區和平東路二段３１１巷４３弄２５號,111/09/12,2780,84.2,33.01,住宅大樓(11層含以上有電梯),37,一層/十九層,房地(土地+建物),3房2廳1衛,0,住家用,121.54655,25.0256701,大安區
臺北市大安區忠孝東路三段２０６號十四樓之２,111/09/11,3200,95.8,33.41,住宅大樓(11層含以上有電梯),35,十四層/十四層,房地(土地+建物),2房2廳2衛,0,住家用,121.539652,25.0414545,大安區
臺北市大安區浦城街６巷１６號五樓,111/09/10,2380,77.8,30.58,公寓(5樓含以下無電梯),40,五層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.5259328,25.0239669,大安區
臺北市大安區忠孝東路三段２２４號九樓之１,111/09/10,3300,86.8,38.03,住宅大樓(11層含以上有電梯),35,九層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5404976,25.0414837,大安區
臺北市大安區大安路二段８２號二樓,111/09/09,12630,142.3,88.76,住宅大樓(11層含以上有電梯),1,二層/二十一層,房地(土地+建物),3房2廳3衛,0,住家用,121.5458243,25.0315789,大安區
臺北市大安區信義路三段１５６號八樓,111/09/09,1488,89.4,16.65,住宅大樓(11層含以上有電梯),14,八層/十四層,房地(土地+建物)+車位,1房1廳1衛,0,住家用,121.5408844,25.0332482,大安區
臺北市大安區和平東路三段９８巷３３號三樓,111/09/09,2375,72.1,32.92,華廈(10層含以下有電梯),44,三層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5511093,25.0237329,大安區
臺北市大安區大安路二段１４２巷６號三樓,111/09/09,3200,77.5,41.27,公寓(5樓含以下無電梯),52,"三層,露台/四層",房地(土地+建物),5房2廳2衛,0,住家用,121.5456822,25.029454,大安區
臺北市大安區建國南路二段２５巷９號四樓之１,111/09/08,244,33.9,7.2,華廈(10層含以下有電梯),38,四層/七層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5385368,25.0325863,大安區
臺北市大安區新生南路三段１１巷２之１號三樓,111/09/07,2880,72.7,39.6,公寓(5樓含以下無電梯),38,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.535805,25.025413,大安區
臺北市大安區永康街７５巷８號三樓之１,111/09/07,1584,148.8,10.64,華廈(10層含以下有電梯),15,三層/七層,房地(土地+建物),2房1廳1衛,0,住家用,121.530109,25.028824,大安區
臺北市大安區光復南路５６８號十二樓,111/09/06,2500,58.5,42.74,住宅大樓(11層含以上有電梯),39,十二層/十二層,房地(土地+建物),4房2廳2衛,0,住家用,121.5573193,25.0342229,大安區
臺北市大安區仁愛路四段１３７號六樓之３,111/09/06,3868,116,33.35,住宅大樓(11層含以上有電梯),45,六層/十二層,房地(土地+建物),3房2廳1衛,0,住家用,121.5508814,25.0381003,大安區
臺北市大安區復興南路二段９０巷１２號三樓,111/09/06,1600,115.1,13.9,住宅大樓(11層含以上有電梯),15,三層/十二層,房地(土地+建物),1房1廳1衛,0,住家用,121.5424279,25.0301964,大安區
臺北市大安區信義路三段１１１巷６號四樓,111/09/06,3780,97.2,38.9,華廈(10層含以下有電梯),17,四層/六層,房地(土地+建物)+車位,3房1廳2衛,0,住家用,121.5393553,25.0338907,大安區
臺北市大安區信義路四段２６５巷３１弄７號七樓之１,111/09/06,2105,107.3,19.61,華廈(10層含以下有電梯),44,七層/七層,房地(土地+建物),3房2廳1衛,0,住家用,121.5555097,25.034513,大安區
臺北市大安區敦化南路二段６３巷５７號十樓,111/09/05,5000,79.9,62.61,住宅大樓(11層含以上有電梯),37,十層/十七層,房地(土地+建物)+車位,4房2廳2衛,0,住家用,121.5516583,25.0310066,大安區
臺北市大安區安居街８４巷１６號三樓,111/09/05,1980,69,28.7,公寓(5樓含以下無電梯),45,三層/四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5524299,25.0197988,大安區
臺北市大安區羅斯福路二段８５號四樓之７,111/09/03,4173,142.1,36.96,住宅大樓(11層含以上有電梯),1,四層/十五層,房地(土地+建物)+車位,2房2廳2衛,340,住家用,121.5237309,25.0257376,大安區
臺北市大安區敦化南路二段６３巷６５號十二樓之２,111/09/03,3950,105.7,37.37,住宅大樓(11層含以上有電梯),37,十二層/十七層,房地(土地+建物),2房2廳2衛,0,住家用,121.5520081,25.0310356,大安區
臺北市大安區信義路四段３０２巷２號十一樓,111/09/03,3908,94.5,41.35,住宅大樓(11層含以上有電梯),37,十一層/十五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5547073,25.032971,大安區
臺北市大安區敦南街６７號六樓,111/09/03,7500,54.3,138.19,住宅大樓(11層含以上有電梯),20,六層/十六層,房地(土地+建物)+車位,4房2廳3衛,0,住家用,121.5469002,25.0222117,大安區
臺北市大安區敦化南路二段４６號十五樓之２,111/09/03,3394,115.3,29.43,住宅大樓(11層含以上有電梯),47,十五層/十六層,房地(土地+建物),3房2廳1衛,0,住家用,121.5483739,25.0312217,大安區
臺北市大安區基隆路二段１８８號六樓之１,111/09/02,1140,107.1,10.65,住宅大樓(11層含以上有電梯),14,六層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5529367,25.0249263,大安區
臺北市大安區新生南路一段１１９巷３之３號,111/09/02,2650,92.6,28.63,公寓(5樓含以下無電梯),51,四層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5336276,25.0393692,大安區
臺北市大安區忠孝東路三段１５６號六樓之１,111/09/02,3030,89.9,33.69,住宅大樓(11層含以上有電梯),35,六層/十四層,房地(土地+建物),3房2廳2衛,0,住家用,121.5382459,25.0415403,大安區
臺北市大安區復興南路二段１６６號九樓,111/09/02,4480,76.1,58.88,住宅大樓(11層含以上有電梯),38,九層/十二層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5432537,25.0276268,大安區
臺北市大安區建國南路一段２８６巷７號四樓,111/09/01,6950,107,64.94,華廈(10層含以下有電梯),10,四層/六層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5369245,25.0361826,大安區
臺北市大安區雲和街８８號五樓,111/09/01,3000,67.5,44.43,公寓(5樓含以下無電梯),41,五層/五層,房地(土地+建物),4房2廳2衛,0,住家用,121.5310677,25.0232421,大安區
臺北市大安區新生南路一段１４５巷１４之３號,111/09/01,3438,76.1,45.16,公寓(5樓含以下無電梯),53,二層/四層,房地(土地+建物),4房2廳2衛,0,住家用,121.5338078,25.0356509,大安區
臺北市大安區通化街１９０巷１號二樓之３,111/09/01,258,62.3,4.14,華廈(10層含以下有電梯),26,二層/六層,房地(土地+建物),1房1廳1衛,0,住家用,121.5525504,25.0265356,大安區
臺北市大安區通化街１９０巷１號二樓之６,111/09/01,256,77,3.32,華廈(10層含以下有電梯),26,二層/六層,房地(土地+建物),1房1廳1衛,0,住家用,121.5525504,25.0265356,大安區
臺北市大安區臥龍街２７５號五樓,111/09/01,2680,58,46.2,華廈(10層含以下有電梯),39,五層/七層,房地(土地+建物),4房2廳2衛,0,住家用,121.5577471,25.0182189,大安區
臺北市大安區瑞安街２４４巷１２號三樓,111/09/01,3220,84.3,38.19,公寓(5樓含以下無電梯),54,三層/四層,房地(土地+建物),4房2廳2衛,0,住家用,121.5392973,25.0274254,大安區
臺北市大安區和平東路二段３１１巷５３號四樓,111/09/01,2628,79.7,32.99,住宅大樓(11層含以上有電梯),37,四層/十九層,房地(土地+建物),3房2廳2衛,0,住家用,121.5454476,25.0258013,大安區
臺北市大安區安居街８巷６弄７號六樓,111/08/31,2550,71.5,35.66,華廈(10層含以下有電梯),39,六層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5545946,25.0211071,大安區
臺北市大安區信義路三段１０５號五樓之７,111/08/31,1969.5,130,15.16,住宅大樓(11層含以上有電梯),15,五層/十四層,房地(土地+建物),1房1廳1衛,0,住家用,121.5388727,25.0337041,大安區
臺北市大安區復興南路一段１０７巷５弄２５號五樓之２,111/08/31,3550,92.7,38.31,華廈(10層含以下有電梯),42,五層/七層,房地(土地+建物),4房2廳2衛,0,住家用,121.54544,25.0444308,大安區
臺北市大安區瑞安街２５６巷２９號四樓,111/08/30,2700,89.8,30.08,公寓(5樓含以下無電梯),54,四層/四層,房地(土地+建物),3房2廳3衛,0,住家用,121.5383404,25.0277417,大安區
臺北市大安區復興南路二段１２５巷２０弄４之６號三樓,111/08/30,1100,37.5,29.33,公寓(5樓含以下無電梯),47,三層/四層,房地(土地+建物),3房2廳1衛,0,住家用,121.5442613,25.0286754,大安區
臺北市大安區師大路５９巷９號三樓,111/08/30,1080,130,8.31,華廈(10層含以下有電梯),16,三層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.5291684,25.0239902,大安區
臺北市大安區基隆路二段２１７號十二樓,111/08/30,2800,76.5,36.62,住宅大樓(11層含以上有電梯),38,十二層/十二層,房地(土地+建物),3房2廳2衛,0,住家用,121.5513504,25.0229724,大安區
臺北市大安區忠孝東路四段２３３號十樓之１５,111/08/30,1130,95.9,11.79,住宅大樓(11層含以上有電梯),40,十層/十一層,房地(土地+建物),0房1廳1衛,0,住家用,121.5534662,25.0416805,大安區
臺北市大安區羅斯福路二段８５號四樓,111/08/29,4646,135.4,41.57,住宅大樓(11層含以上有電梯),1,四層/十五層,房地(土地+建物)+車位,2房2廳2衛,370,住家用,121.5237309,25.0257376,大安區
臺北市大安區敦化南路二段２８號十二樓之１,111/08/29,5530,120.4,45.93,住宅大樓(11層含以上有電梯),35,十二層/十八層,房地(土地+建物),3房2廳2衛,0,住家用,121.5483429,25.0322289,大安區
臺北市大安區富陽街１６０巷８號五樓,111/08/29,1915,55,34.82,公寓(5樓含以下無電梯),37,五層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.556706,25.017447,大安區
臺北市大安區延吉街１７９號九樓,111/08/29,3980,107,37.18,住宅大樓(11層含以上有電梯),39,九層/十四層,房地(土地+建物),2房2廳2衛,0,住家用,121.5554506,25.0381453,大安區
臺北市大安區永康街１３巷１２號四樓,111/08/28,2350,107.9,21.79,公寓(5樓含以下無電梯),39,四層/五層,房地(土地+建物),2房2廳1衛,0,住家用,121.531027,25.0326267,大安區
臺北市大安區羅斯福路二段８５號四樓之２,111/08/28,3020,140,21.58,住宅大樓(11層含以上有電梯),1,四層/十五層,房地(土地+建物),1房2廳1衛,0,住家用,121.5237309,25.0257376,大安區
臺北市大安區瑞安街２０８巷２號六樓,111/08/27,3500,88.5,39.54,華廈(10層含以下有電梯),41,六層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5404563,25.0280579,大安區
臺北市大安區復興南路二段１５１巷４４號十樓,111/08/27,2688,86.1,31.22,住宅大樓(11層含以上有電梯),37,十層/十七層,房地(土地+建物),3房2廳1衛,0,住家用,121.5458677,25.0279954,大安區
臺北市大安區羅斯福路二段８５號十一樓之６,111/08/27,3020,147.9,20.42,住宅大樓(11層含以上有電梯),1,十一層/十五層,房地(土地+建物),2房2廳1衛,0,住家用,121.5237309,25.0257376,大安區
臺北市大安區和平東路一段５０巷１弄８號四樓之６,111/08/27,1388,113.6,12.22,華廈(10層含以下有電梯),14,四層/七層,房地(土地+建物),1房1廳1衛,0,住家用,121.5240913,25.0266429,大安區
臺北市大安區羅斯福路二段８１巷９號二樓,111/08/27,2870,82.6,34.74,公寓(5樓含以下無電梯),32,二層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5240606,25.0258561,大安區
臺北市大安區和平東路三段１巷７２弄５號十一樓,111/08/27,2310,88,26.26,住宅大樓(11層含以上有電梯),37,十一層/十七層,房地(土地+建物),2房2廳1衛,0,住家用,121.5463407,25.0279774,大安區
臺北市大安區信義路四段１３７號九樓,111/08/27,5250,90.1,58.27,住宅大樓(11層含以上有電梯),42,九層/十二層,房地(土地+建物),5房2廳2衛,0,住家用,121.545494,25.0328,大安區
臺北市大安區文昌街２７８巷４號二樓,111/08/27,2828,82.2,34.4,華廈(10層含以下有電梯),41,二層/七層,房地(土地+建物),3房2廳2衛,0,住家用,121.5564368,25.0319152,大安區
臺北市大安區和平東路一段１８３巷７弄４之３號二樓,111/08/27,2450,100.2,24.46,公寓(5樓含以下無電梯),40,二層/五層,房地(土地+建物),3房2廳1衛,0,住家用,121.5333759,25.02714,大安區
臺北市大安區忠孝東路四段１８１巷７弄１５號三樓之２,111/08/27,2000,99.3,20.14,華廈(10層含以下有電梯),54,三層/七層,房地(土地+建物),2房2廳1衛,0,住家用,121.5514589,25.0421802,大安區
臺北市大安區師大路８０巷１６號七樓之１,111/08/26,1734,125.7,13.8,華廈(10層含以下有電梯),17,七層/七層,房地(土地+建物),1房2廳1衛,0,住家用,121.5276627,25.0233299,大安區
臺北市大安區復興南路一段７９巷４弄２號二樓,111/08/25,3660,85.6,42.76,住宅大樓(11層含以上有電梯),26,二層/十六層,房地(土地+建物),3房2廳2衛,0,住家用,121.5443095,25.0443795,大安區
臺北市大安區大安路二段８２號九樓之１,111/08/25,16300,166.4,119.83,住宅大樓(11層含以上有電梯),1,九層/二十一層,房地(土地+建物)+車位,4房2廳2衛,"1,500",住家用,121.5458243,25.0315789,大安區
臺北市大安區和平東路一段２４８巷１９號二樓之３,111/08/25,411.9,27.2,15.15,華廈(10層含以下有電梯),40,二層/七層,房地(土地+建物),4房2廳2衛,0,住家用,121.5327669,25.0238707,大安區
臺北市大安區青田街８巷６號二樓,111/08/23,11000,75,146.59,華廈(10層含以下有電梯),21,二層/七層,房地(土地+建物)+車位,4房2廳3衛,0,住家用,121.5315141,25.0274243,大安區
臺北市大安區四維路６６巷８號四樓,111/08/23,5031,95.8,52.52,住宅大樓(11層含以上有電梯),27,四層/十六層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5473886,25.0348455,大安區
臺北市大安區泰順街１６巷７號三樓,111/08/22,3438,86.5,39.75,公寓(5樓含以下無電梯),35,三層/五層,房地(土地+建物),3房2廳2衛,0,住家用,121.531051,25.025553,大安區
臺北市大安區忠孝東路三段２２６號五樓,111/08/22,700,74.7,9.37,住宅大樓(11層含以上有電梯),35,五層/十四層,房地(土地+建物),4房2廳2衛,0,住家用,121.5405254,25.0414786,大安區
臺北市大安區泰順街６２巷１２弄３號六樓,111/08/21,4000,114.3,34.98,華廈(10層含以下有電梯),16,六層/六層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.5303337,25.0217957,大安區
臺北市大安區和平東路一段１１９巷１８號三樓,111/08/20,5100,110.3,46.22,華廈(10層含以下有電梯),19,三層/七層,房地(土地+建物)+車位,3房2廳2衛,380,住家用,121.527305,25.0273946,大安區
臺北市大安區浦城街６巷２２號五樓,111/08/20,3950,95.8,41.22,華廈(10層含以下有電梯),15,五層/十層,房地(土地+建物)+車位,3房2廳2衛,0,住家用,121.525527,25.02401,大安區
臺北市大安區信義路三段１３４巷８８號六樓,111/08/20,3408,89.7,37.97,住宅大樓(11層含以上有電梯),36,六層/十八層,房地(土地+建物),3房2廳2衛,0,住家用,121.5392673,25.0292463,大安區
臺北市大安區信義路四段２７３號八樓之１,111/08/20,2650,103,25.72,住宅大樓(11層含以上有電梯),36,八層/十二層,房地(土地+建物),2房1廳2衛,0,住家用,121.5545783,25.0333638,大安區
臺北市大安區敦化南路一段１３８號十三樓之３,111/08/18,8168,154.8,59.61,住宅大樓(11層含以上有電梯),2,十三層/二十三層,房地(土地+建物)+車位,3房2廳2衛,450,住家用,121.5483734,25.0444267,大安區
臺北市大安區安和路二段８８號五樓之３,111/08/18,6700,96,69.77,住宅大樓(11層含以上有電梯),33,五層/二十五層,房地(土地+建物),3房2廳2衛,0,住家用,121.5504015,25.0289108,大安區
臺北市大安區敦化南路二段５６號十一樓之２,111/08/18,10000,122.6,95,住宅大樓(11層含以上有電梯),41,十一層/二十一層,房地(土地+建物)+車位,3房2廳2衛,500,住家用,121.5484183,25.0306771,大安區
臺北市大安區仁愛路四段１０１號六樓之１,111/08/17,6088,130.1,46.79,住宅大樓(11層含以上有電梯),44,六層/十五層,房地(土地+建物),0房1廳1衛,0,住家用,121.5483189,25.0387291,大安區
臺北市大安區泰順街５０巷９號二樓之２,111/08/16,1286,98,13.13,華廈(10層含以下有電梯),17,二層/六層,房地(土地+建物),1房1廳1衛,0,住家用,121.530743,25.0231164,大安區
臺北市大安區溫州街１６巷７之１號,111/08/16,4300,104.2,41.28,華廈(10層含以下有電梯),40,一層/六層,房地(土地+建物),3房2廳2衛,0,住家用,121.5326131,25.0253785,大安區
